word_us,word_gb,lexical_category,cefr,definition_url_oxford,definition_url_cambridge,ipa_us,ipa_gb,definition,example,audio_source_us,audio_source_gb
script,script,noun,b1,https://www.oxfordlearnersdictionaries.com/definition/english/script_1,https://dictionary.cambridge.org/dictionary/english/script,"[""/skrɪpt/""]","[""/skrɪpt/""]","a written text of a play, film, broadcast, talk, etc.",That line isn't in the original script.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/scr/scrip/script__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/scr/scrip/script__gb_1.ogg""]"
scrutiny,scrutiny,noun,c1,https://www.oxfordlearnersdictionaries.com/definition/english/scrutiny,https://dictionary.cambridge.org/dictionary/english/scrutiny,"[""/ˈskruːtəni/""]","[""/ˈskruːtəni/""]",careful and complete examination,Her argument doesn't really stand up to scrutiny.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/scr/scrut/scrutiny__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/scr/scrut/scrutiny__gb_1.ogg""]"
sculpture,sculpture,noun,b1,https://www.oxfordlearnersdictionaries.com/definition/english/sculpture,https://dictionary.cambridge.org/dictionary/english/sculpture,"[""/ˈskʌlptʃər/""]","[""/ˈskʌlptʃə(r)/""]","a work of art that is a solid figure or object made by carving or shaping wood, stone, clay , metal, etc.",a marble sculpture of Venus,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/scu/sculp/sculpture__us_2.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/scu/sculp/sculpture__gb_1.ogg""]"
sea,sea,noun,a1,https://www.oxfordlearnersdictionaries.com/definition/english/sea,https://dictionary.cambridge.org/dictionary/english/sea,"[""/siː/""]","[""/siː/""]",the salt water that covers most of the earth’s surface and surrounds its continents and islands,The waste was dumped in the sea.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sea/sea__/sea__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sea/sea__/sea__gb_1.ogg""]"
seal,seal,noun,c1,https://www.oxfordlearnersdictionaries.com/definition/english/seal_2,https://dictionary.cambridge.org/dictionary/english/seal,"[""/siːl/""]","[""/siːl/""]","an official design or mark, stamped on a document to show that it is real and carries the authority of a particular person or organization",The letter bore the president's seal.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sea/seal_/seal__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sea/seal_/seal__gb_1.ogg""]"
seal,seal,verb,c1,https://www.oxfordlearnersdictionaries.com/definition/english/seal_1,https://dictionary.cambridge.org/dictionary/english/seal,"[""/siːl/""]","[""/siːl/""]","to close an envelope , etc. by sticking the edges of the opening together",Make sure you've signed the document before sealing the envelope.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sea/seal_/seal__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sea/seal_/seal__gb_1.ogg""]"
search,search,noun,a2,https://www.oxfordlearnersdictionaries.com/definition/english/search_1,https://dictionary.cambridge.org/dictionary/english/search,"[""/sɜːrtʃ/""]","[""/sɜːtʃ/""]","an attempt to find somebody/something, especially by looking carefully for them/it",a long search for the murder weapon,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sea/searc/search__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sea/searc/search__gb_1.ogg""]"
search,search,verb,a2,https://www.oxfordlearnersdictionaries.com/definition/english/search_2,https://dictionary.cambridge.org/dictionary/english/search,"[""/sɜːrtʃ/""]","[""/sɜːtʃ/""]",to look carefully for something/somebody; to examine a particular place when looking for something/somebody,She searched in vain for her passport.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sea/searc/search__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sea/searc/search__gb_1.ogg""]"
season,season,noun,a2,https://www.oxfordlearnersdictionaries.com/definition/english/season_1,https://dictionary.cambridge.org/dictionary/english/season,"[""/ˈsiːzn/""]","[""/ˈsiːzn/""]","any of the four main periods of the year: spring, summer, autumn and winter",the changing seasons,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sea/seaso/season__us_2.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sea/seaso/season__gb_1.ogg""]"
seat,seat,noun,a2,https://www.oxfordlearnersdictionaries.com/definition/english/seat_1,https://dictionary.cambridge.org/dictionary/english/seat,"[""/siːt/""]","[""/siːt/""]","a place where you can sit, for example a chair",She sat back in her seat.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sea/seat_/seat__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sea/seat_/seat__gb_1.ogg""]"
seat,seat,verb,b2,https://www.oxfordlearnersdictionaries.com/definition/english/seat_2,https://dictionary.cambridge.org/dictionary/english/seat,"[""/siːt/""]","[""/siːt/""]",to give somebody a place to sit; to sit down in a place,"Please wait to be seated (= in a restaurant, etc.) .","[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sea/seat_/seat__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sea/seat_/seat__gb_1.ogg""]"
second,second,adverb,a2,https://www.oxfordlearnersdictionaries.com/definition/english/second1_2,https://dictionary.cambridge.org/dictionary/english/second,"[""/ˈsekənd/""]","[""/ˈsekənd/""]",after one other person or thing in order or importance,She came second in the marathon.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sec/secon/second__us_3.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sec/secon/second__gb_1.ogg""]"
second,second,"determiner , ordinal number",a1,https://www.oxfordlearnersdictionaries.com/definition/english/second1_1,https://dictionary.cambridge.org/dictionary/english/second,"[""/ˈsekənd/""]","[""/ˈsekənd/""]",happening or coming next after the first in a series of similar things or people; 2nd,This is the second time it's happened.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sec/secon/second__us_3.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sec/secon/second__gb_1.ogg""]"
second,second,noun,a1,https://www.oxfordlearnersdictionaries.com/definition/english/second1_3,https://dictionary.cambridge.org/dictionary/english/second,"[""/ˈsekənd/""]","[""/ˈsekənd/""]",a unit for measuring time. There are 60 seconds in one minute.,She can run 100 metres in just over 11 seconds.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sec/secon/second__us_3.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sec/secon/second__gb_1.ogg""]"
secondary,secondary,adjective,b1,https://www.oxfordlearnersdictionaries.com/definition/english/secondary,https://dictionary.cambridge.org/dictionary/english/secondary,"[""/ˈsekənderi/""]","[""/ˈsekəndri/""]",connected with teaching children of 11–18 years,secondary teachers,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sec/secon/secondary__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sec/secon/secondary__gb_2.ogg""]"
secondly,secondly,adverb,a2,https://www.oxfordlearnersdictionaries.com/definition/english/secondly,https://dictionary.cambridge.org/dictionary/english/secondly,"[""/ˈsekəndli/""]","[""/ˈsekəndli/""]",used to introduce the second of a list of points you want to make in a speech or piece of writing,"Firstly, it's expensive, and secondly, it's too slow.","[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sec/secon/secondly__us_2.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sec/secon/secondly__gb_1.ogg""]"
secret,secret,adjective,a2,https://www.oxfordlearnersdictionaries.com/definition/english/secret_1,https://dictionary.cambridge.org/dictionary/english/secret,"[""/ˈsiːkrət/""]","[""/ˈsiːkrət/""]",known about by only a few people; kept hidden from others,secret information/meetings/talks,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sec/secre/secret__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sec/secre/secret__gb_1.ogg""]"
secret,secret,noun,a2,https://www.oxfordlearnersdictionaries.com/definition/english/secret_2,https://dictionary.cambridge.org/dictionary/english/secret,"[""/ˈsiːkrət/""]","[""/ˈsiːkrət/""]",something that is known about by only a few people and not told to others,Can you keep a secret ?,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sec/secre/secret__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sec/secre/secret__gb_1.ogg""]"
secretary,secretary,noun,a2,https://www.oxfordlearnersdictionaries.com/definition/english/secretary,https://dictionary.cambridge.org/dictionary/english/secretary,"[""/ˈsekrəteri/""]","[""/ˈsekrətri/""]","a person who works in an office, working for another person, dealing with mail and phone calls, keeping records, arranging meetings with people, etc.",a legal/medical secretary,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sec/secre/secretary__us_2.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sec/secre/secretary__gb_1.ogg""]"
section,section,noun,a1,https://www.oxfordlearnersdictionaries.com/definition/english/section_1,https://dictionary.cambridge.org/dictionary/english/section,"[""/ˈsekʃn/""]","[""/ˈsekʃn/""]",any of the parts into which something is divided,That section of the road is still closed.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sec/secti/section__us_2.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sec/secti/section__gb_2.ogg""]"
sector,sector,noun,b2,https://www.oxfordlearnersdictionaries.com/definition/english/sector,https://dictionary.cambridge.org/dictionary/english/sector,"[""/ˈsektər/""]","[""/ˈsektə(r)/""]","a part of an area of activity, especially of a country’s economy",the service/banking/manufacturing/financial sector,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sec/secto/sector__us_2.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sec/secto/sector__gb_2.ogg""]"
secular,secular,adjective,c1,https://www.oxfordlearnersdictionaries.com/definition/english/secular,https://dictionary.cambridge.org/dictionary/english/secular,"[""/ˈsekjələr/""]","[""/ˈsekjələ(r)/""]",not connected with spiritual or religious matters,secular music,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sec/secul/secular__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sec/secul/secular__gb_1.ogg""]"
secure,secure,adjective,b2,https://www.oxfordlearnersdictionaries.com/definition/english/secure_2,https://dictionary.cambridge.org/dictionary/english/secure,"[""/sɪˈkjʊr/""]","[""/sɪˈkjʊə(r)/""]",likely to continue or be successful for a long time,a secure job/income,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sec/secur/secure__us_2.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sec/secur/secure__gb_1.ogg""]"
secure,secure,verb,b2,https://www.oxfordlearnersdictionaries.com/definition/english/secure_1,https://dictionary.cambridge.org/dictionary/english/secure,"[""/sɪˈkjʊr/""]","[""/sɪˈkjʊə(r)/""]","to obtain or achieve something, especially when this means using a lot of effort",to secure a contract/deal/funding,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sec/secur/secure__us_2.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sec/secur/secure__gb_1.ogg""]"
security,security,noun,b1,https://www.oxfordlearnersdictionaries.com/definition/english/security,https://dictionary.cambridge.org/dictionary/english/security,"[""/sɪˈkjʊrəti/""]","[""/sɪˈkjʊərəti/""]","the activities involved in protecting a country, building or person against attack, danger, etc.",national/homeland security (= the defence of a country),"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sec/secur/security__us_2.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sec/secur/security__gb_2.ogg""]"
see,see,verb,a1,https://www.oxfordlearnersdictionaries.com/definition/english/see_1,https://dictionary.cambridge.org/dictionary/english/see,"[""/siː/""]","[""/siː/""]",to become aware of somebody/something by using your eyes,She looked for him but couldn't see him in the crowd.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/see/see__/see__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/see/see__/see__gb_1.ogg""]"
seed,seed,noun,b1,https://www.oxfordlearnersdictionaries.com/definition/english/seed_1,https://dictionary.cambridge.org/dictionary/english/seed,"[""/siːd/""]","[""/siːd/""]","the small hard part produced by a plant, from which a new plant can grow",a packet of wild flower seeds,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/see/seed_/seed__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/see/seed_/seed__gb_1.ogg""]"
seek,seek,verb,b2,https://www.oxfordlearnersdictionaries.com/definition/english/seek,https://dictionary.cambridge.org/dictionary/english/seek,"[""/siːk/""]","[""/siːk/""]",to look for something/somebody,Drivers are advised to seek alternative routes.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/see/seek_/seek__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/see/seek_/seek__gb_1.ogg""]"
seeker,seeker,noun,b2,https://www.oxfordlearnersdictionaries.com/definition/english/seeker,https://dictionary.cambridge.org/dictionary/english/seeker,"[""/ˈsiːkər/""]","[""/ˈsiːkə(r)/""]",a person who is trying to find or get the thing mentioned,an attention/a publicity seeker,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/see/seeke/seeker__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/see/seeke/seeker__gb_1.ogg""]"
seem,seem,linking verb,a2,https://www.oxfordlearnersdictionaries.com/definition/english/seem,https://dictionary.cambridge.org/dictionary/english/seem,"[""/siːm/""]","[""/siːm/""]",to give the impression of being or doing something,You seem happy.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/see/seem_/seem__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/see/seem_/seem__gb_2.ogg""]"
seemingly,seemingly,adverb,c1,https://www.oxfordlearnersdictionaries.com/definition/english/seemingly,https://dictionary.cambridge.org/dictionary/english/seemingly,"[""/ˈsiːmɪŋli/""]","[""/ˈsiːmɪŋli/""]",in a way that appears to be true but may in fact not be,a seemingly stupid question,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/see/seemi/seemingly__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/see/seemi/seemingly__gb_2.ogg""]"
segment,segment,noun,c1,https://www.oxfordlearnersdictionaries.com/definition/english/segment_1,https://dictionary.cambridge.org/dictionary/english/segment,"[""/ˈseɡmənt/""]","[""/ˈseɡmənt/""]",a part of something that is separate from the other parts or can be considered separately,She cleaned a small segment of the painting.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/seg/segme/segment__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/seg/segme/segment__gb_3.ogg""]"
seize,seize,verb,c1,https://www.oxfordlearnersdictionaries.com/definition/english/seize,https://dictionary.cambridge.org/dictionary/english/seize,"[""/siːz/""]","[""/siːz/""]",to take somebody/something in your hand suddenly and using force,She tried to seize the gun from him.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sei/seize/seize__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sei/seize/seize__gb_1.ogg""]"
seldom,seldom,adverb,c1,https://www.oxfordlearnersdictionaries.com/definition/english/seldom,https://dictionary.cambridge.org/dictionary/english/seldom,"[""/ˈseldəm/""]","[""/ˈseldəm/""]",not often,He had seldom seen a child with so much talent.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sel/seldo/seldom__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sel/seldo/seldom__gb_1.ogg""]"
select,select,verb,b2,https://www.oxfordlearnersdictionaries.com/definition/english/select_1,https://dictionary.cambridge.org/dictionary/english/select,"[""/sɪˈlekt/""]","[""/sɪˈlekt/""]","to choose somebody/something from a group of people or things, usually according to a system",He hasn't been selected for the team.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sel/selec/select__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sel/selec/select__gb_1.ogg""]"
selection,selection,noun,b2,https://www.oxfordlearnersdictionaries.com/definition/english/selection,https://dictionary.cambridge.org/dictionary/english/selection,"[""/sɪˈlekʃn/""]","[""/sɪˈlekʃn/""]","the process of choosing somebody/something from a group of people or things, usually according to a system",She took a long time to make her selection .,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sel/selec/selection__us_2.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sel/selec/selection__gb_2.ogg""]"
selective,selective,adjective,c1,https://www.oxfordlearnersdictionaries.com/definition/english/selective,https://dictionary.cambridge.org/dictionary/english/selective,"[""/sɪˈlektɪv/""]","[""/sɪˈlektɪv/""]",affecting or involving only a small number of people or things from a larger group,the selective breeding of cattle,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sel/selec/selective__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sel/selec/selective__gb_1.ogg""]"
self,self,noun,b2,https://www.oxfordlearnersdictionaries.com/definition/english/self_1,https://dictionary.cambridge.org/dictionary/english/self,"[""/self/""]","[""/self/""]","the type of person you are, especially the way you normally behave, look or feel",You'll soon be feeling your old self again (= feeling well or happy again) .,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sel/self_/self__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sel/self_/self__gb_1.ogg""]"
sell,sell,verb,a1,https://www.oxfordlearnersdictionaries.com/definition/english/sell_1,https://dictionary.cambridge.org/dictionary/english/sell,"[""/sel/""]","[""/sel/""]",to give something to somebody in exchange for money,I recently sold my bike.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sel/sell_/sell__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sel/sell_/sell__gb_1.ogg""]"
seminar,seminar,noun,b2,https://www.oxfordlearnersdictionaries.com/definition/english/seminar,https://dictionary.cambridge.org/dictionary/english/seminar,"[""/ˈsemɪnɑːr/""]","[""/ˈsemɪnɑː(r)/""]",a class at a university or college when a small group of students and a teacher discuss or study a particular topic,Teaching is by lectures and seminars.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sem/semin/seminar__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sem/semin/seminar__gb_2.ogg""]"
senator,senator,noun,c1,https://www.oxfordlearnersdictionaries.com/definition/english/senator,https://dictionary.cambridge.org/dictionary/english/senator,"[""/ˈsenətər/""]","[""/ˈsenətə(r)/""]",a member of a senate,Senator McCarthy,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sen/senat/senator__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sen/senat/senator__gb_1.ogg""]"
send,send,verb,a1,https://www.oxfordlearnersdictionaries.com/definition/english/send,https://dictionary.cambridge.org/dictionary/english/send,"[""/send/""]","[""/send/""]","to make something go or be taken to a place, especially by post, email, radio, etc.",She sent a letter of support.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sen/send_/send__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sen/send_/send__gb_1.ogg""]"
senior,senior,adjective,b2,https://www.oxfordlearnersdictionaries.com/definition/english/senior_1,https://dictionary.cambridge.org/dictionary/english/senior,"[""/ˈsiːniər/""]","[""/ˈsiːniə(r)/""]",high in rank or status; higher in rank or status than others,a senior official/officer/manager/executive,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sen/senio/senior__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sen/senio/senior__gb_1.ogg""]"
sensation,sensation,noun,c1,https://www.oxfordlearnersdictionaries.com/definition/english/sensation,https://dictionary.cambridge.org/dictionary/english/sensation,"[""/senˈseɪʃn/""]","[""/senˈseɪʃn/""]",a feeling that you get when something affects your body,a tingling/burning sensation,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sen/sensa/sensation__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sen/sensa/sensation__gb_1.ogg""]"
sense,sense,noun,a2,https://www.oxfordlearnersdictionaries.com/definition/english/sense_1,https://dictionary.cambridge.org/dictionary/english/sense,"[""/sens/""]","[""/sens/""]",an understanding about something; an ability to judge something,One of the most important things in a partner is a sense of humour (= the ability to find things funny or make people laugh) .,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sen/sense/sense__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sen/sense/sense__gb_1.ogg""]"
sense,sense,verb,b2,https://www.oxfordlearnersdictionaries.com/definition/english/sense_2,https://dictionary.cambridge.org/dictionary/english/sense,"[""/sens/""]","[""/sens/""]","to become aware of something even though you cannot see it, hear it, etc.","Sensing danger , they started to run.","[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sen/sense/sense__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sen/sense/sense__gb_1.ogg""]"
sensible,sensible,adjective,b1,https://www.oxfordlearnersdictionaries.com/definition/english/sensible,https://dictionary.cambridge.org/dictionary/english/sensible,"[""/ˈsensəbl/""]","[""/ˈsensəbl/""]",able to make good judgements based on reason and experience rather than emotion; practical,She's a sensible sort of person.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sen/sensi/sensible__us_3.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sen/sensi/sensible__gb_4.ogg""]"
sensitive,sensitive,adjective,b2,https://www.oxfordlearnersdictionaries.com/definition/english/sensitive,https://dictionary.cambridge.org/dictionary/english/sensitive,"[""/ˈsensətɪv/""]","[""/ˈsensətɪv/""]",aware of and able to understand other people and their feelings,a sensitive and caring man,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sen/sensi/sensitive__us_4.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sen/sensi/sensitive__gb_4.ogg""]"
sensitivity,sensitivity,noun,c1,https://www.oxfordlearnersdictionaries.com/definition/english/sensitivity,https://dictionary.cambridge.org/dictionary/english/sensitivity,"[""/ˌsensəˈtɪvəti/""]","[""/ˌsensəˈtɪvəti/""]",the ability to understand other people’s feelings,sensitivity to the needs of children,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sen/sensi/sensitivity__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sen/sensi/sensitivity__gb_1.ogg""]"
sentence,sentence,noun,a1,https://www.oxfordlearnersdictionaries.com/definition/english/sentence_1,https://dictionary.cambridge.org/dictionary/english/sentence,"[""/ˈsentəns/""]","[""/ˈsentəns/""]","a set of words expressing a statement, a question or an order, usually containing a subject and a verb. In written English sentences begin with a capital letter and end with a full stop/period (.), a question mark (?) or an exclamation mark (!).",Does the sentence contain an adverb?,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sen/sente/sentence__us_2.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sen/sente/sentence__gb_2.ogg""]"
sentence,sentence,verb,b2,https://www.oxfordlearnersdictionaries.com/definition/english/sentence_2,https://dictionary.cambridge.org/dictionary/english/sentence,"[""/ˈsentəns/""]","[""/ˈsentəns/""]",to say officially in court that somebody is to receive a particular punishment,He sentenced the defendant to life in prison.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sen/sente/sentence__us_2.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sen/sente/sentence__gb_2.ogg""]"
sentiment,sentiment,noun,c1,https://www.oxfordlearnersdictionaries.com/definition/english/sentiment,https://dictionary.cambridge.org/dictionary/english/sentiment,"[""/ˈsentɪmənt/""]","[""/ˈsentɪmənt/""]","a feeling or an opinion, especially one based on emotions",the spread of nationalist sentiments,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sen/senti/sentiment__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sen/senti/sentiment__gb_1.ogg""]"
separate,separate,adjective,a2,https://www.oxfordlearnersdictionaries.com/definition/english/separate_1,https://dictionary.cambridge.org/dictionary/english/separate,"[""/ˈseprət/""]","[""/ˈseprət/""]",forming a unit by itself; not joined to something else,They have begun to sleep in separate rooms .,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sep/separ/separate__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sep/separ/separate__gb_3.ogg""]"
separate,separate,verb,b1,https://www.oxfordlearnersdictionaries.com/definition/english/separate_2,https://dictionary.cambridge.org/dictionary/english/separate,"[""/ˈsepəreɪt/""]","[""/ˈsepəreɪt/""]",to divide into different parts or groups; to divide things into different parts or groups,Stir the sauce constantly so that it does not separate.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sep/separ/separate__us_2.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sep/separ/separate__gb_2.ogg""]"
separation,separation,noun,c1,https://www.oxfordlearnersdictionaries.com/definition/english/separation,https://dictionary.cambridge.org/dictionary/english/separation,"[""/ˌsepəˈreɪʃn/""]","[""/ˌsepəˈreɪʃn/""]",the act of separating people or things; the state of being separate,the state’s eventual separation from the federation,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sep/separ/separation__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sep/separ/separation__gb_1.ogg""]"
September,September,noun,a1,https://www.oxfordlearnersdictionaries.com/definition/english/september,https://dictionary.cambridge.org/dictionary/english/september,"[""/sepˈtembər/""]","[""/sepˈtembə(r)/""]","the 9th month of the year, between August and October",She was born in September.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sep/septe/september__us_2.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sep/septe/september_1_gb_1.ogg""]"
