word,cefr,pos,list,definition,example,phonetic,audio_url,source,audio_source
across,a1,adverb,oxford_3000_5000,from one side to the other side,It's too wide. We can't swim across.,/əˈkrɒs/,data/audio/oxford/across__us_1.ogg,oxford,oxford
across,a1,preposition,oxford_3000_5000,from one side to the other side of something,He walked across the field.,/əˈkrɒs/,data/audio/oxford/across__us_1.ogg,oxford,oxford
act,b1,noun,oxford_3000_5000,a particular thing that somebody does,You have committed a serious criminal act.,/ækt/,data/audio/oxford/act__us_2.ogg,oxford,oxford
act,a2,verb,oxford_3000_5000,to do something for a particular purpose or in order to deal with a situation,"act to do something, It is vital that we act to stop the destruction of the rainforests.",/ækt/,data/audio/oxford/act__us_2.ogg,oxford,oxford
action,a1,noun,oxford_3000_5000,the process of doing something in order to make something happen or to deal with a situation,The time has come for action if these beautiful animals are to survive.,/ˈækʃn/,data/audio/oxford/action__us_2.ogg,oxford,oxford
activate,b2,verb,oxford_3000_5000,to make something such as a device or chemical process start working,The burglar alarm is activated by movement.,/ˈæktɪveɪt/,data/audio/oxford/activate__us_1.ogg,oxford,oxford
activation,c1,noun,oxford_3000_5000,the act of making something such as a device or chemical process start working,The activation of several target genes results in two major effects.,/ˌæktɪˈveɪʃn/,data/audio/oxford/activation__us_1.ogg,oxford,oxford
active,a2,adjective,oxford_3000_5000,"always busy doing things, especially physical activities",Staying physically active in later years can also keep you feeling younger.,/ˈæktɪv/,data/audio/oxford/active__us_2.ogg,oxford,oxford
activist,c1,noun,oxford_3000_5000,"a person who works to achieve political or social change, especially as a member of an organization with particular aims",human/civil/animal rights activists,/ˈæktɪvɪst/,data/audio/oxford/activist__us_1.ogg,oxford,oxford
activity,a1,noun,oxford_3000_5000,a thing that you do for interest or pleasure,leisure/outdoor/recreational activities,/ækˈtɪvəti/,data/audio/oxford/activity__us_4.ogg,oxford,oxford
actor,a1,noun,oxford_3000_5000,"a person who performs on the stage, on television or in films, especially as a profession",Both lead actors (= the ones who play the main parts) are outstanding.,/ˈæktə(r)/,data/audio/oxford/actor__us_2.ogg,oxford,oxford
actress,a1,noun,oxford_3000_5000,"a woman who performs on the stage, on television or in films, especially as a profession",The Oscar-winning actress has taken a break from acting.,/ˈæktrəs/,data/audio/oxford/actress__us_2.ogg,oxford,oxford
actual,b2,adjective,oxford_3000_5000,used to emphasize something that is real or exists in fact,James looks younger than his wife but in actual fact (= really) he is five years older.,/ˈæktʃuəl/,data/audio/oxford/actual__us_1_rr.ogg,oxford,oxford
actually,a2,adverb,oxford_3000_5000,"used in speaking to emphasize a fact or a comment, or that something is really true",What did she actually say?,/ˈæktʃuəli/,data/audio/oxford/actually__us_1_rr.ogg,oxford,oxford
acute,c1,adjective,oxford_3000_5000,very serious or severe,There is an acute shortage of water.,/əˈkjuːt/,data/audio/oxford/acute__us_1.ogg,oxford,oxford
ad,b1,noun,oxford_3000_5000,"a notice, picture or film telling people about a product, job or service",The TV ads were first run last year.,/æd/,data/audio/oxford/ad__us_2.ogg,oxford,oxford
adapt,b2,verb,oxford_3000_5000,to change your behaviour in order to deal more successfully with a new situation,It's amazing how soon you adapt.,/əˈdæpt/,data/audio/oxford/adapt__us_1.ogg,oxford,oxford
adaptation,c1,noun,oxford_3000_5000,"the action or process of changing something, or of being changed, to suit a new purpose or situation",the adaptation of buildings for military purposes,/ˌædæpˈteɪʃn/,data/audio/oxford/adaptation__us_1.ogg,oxford,oxford
add,a1,verb,oxford_3000_5000,"to put something together with something else so as to increase the size, number, amount, etc.","add something, Next add the flour.",/æd/,data/audio/oxford/add__us_2.ogg,oxford,oxford
addiction,b2,noun,oxford_3000_5000,"the condition of being unable to stop using or doing something as a habit, especially something harmful",cocaine addiction,/əˈdɪkʃn/,data/audio/oxford/addiction__us_1.ogg,oxford,oxford
addition,b1,noun,oxford_3000_5000,a thing that is added to something else,All of these technologies are fairly recent additions.,/əˈdɪʃn/,data/audio/oxford/addition__us_2.ogg,oxford,oxford
additional,b2,adjective,oxford_3000_5000,more than was first mentioned or is usual,additional resources/funds/security/funding/costs,/əˈdɪʃənl/,data/audio/oxford/additional__us_3.ogg,oxford,oxford
additionally,b2,adverb,oxford_3000_5000,in a way that is more than was first mentioned or is usual,"Additionally, the bus service will run on Sundays, every two hours.",/əˈdɪʃənəli/,data/audio/oxford/additionally__us_1.ogg,oxford,oxford
address,a1,noun,oxford_3000_5000,"details of where somebody lives or works and where letters, etc. can be sent",What's your name and address?,/əˈdres/,data/audio/oxford/address__us_2_rr.ogg,oxford,oxford
address,b2,verb,oxford_3000_5000,to think about a problem or a situation and decide how you are going to deal with it,"address something, Your essay does not address the real issues.",/əˈdres/,data/audio/oxford/address__us_2_rr.ogg,oxford,oxford
adequate,b2,adjective,oxford_3000_5000,"enough in quantity, or good enough in quality, for a particular purpose or need",They'll need an adequate supply of hot water.,/ˈædɪkwət/,data/audio/oxford/adequate__us_1.ogg,oxford,oxford
adequately,b2,adverb,oxford_3000_5000,"in a way that is enough in quantity, or good enough in quality, for a particular purpose or need",Are you adequately insured?,/ˈædɪkwətli/,data/audio/oxford/adequately__us_1.ogg,oxford,oxford
adhere,c1,verb,oxford_3000_5000,to stick to something,"Once in the bloodstream, the bacteria adhere to the surface of the red cells.",/ədˈhɪə(r)/,data/audio/oxford/adhere__us_1.ogg,oxford,oxford
adjacent,c1,adjective,oxford_3000_5000,next to something,The planes landed on adjacent runways.,/əˈdʒeɪsnt/,data/audio/oxford/adjacent__us_1.ogg,oxford,oxford
adjust,b2,verb,oxford_3000_5000,to change something slightly to make it more suitable for a new set of conditions or to make it work better,"adjust something, Watch out for sharp bends and adjust your speed accordingly.",/əˈdʒʌst/,data/audio/oxford/adjust__us_1.ogg,oxford,oxford
adjustment,c1,noun,oxford_3000_5000,a small change made to something in order to correct or improve it,I've made a few adjustments to the design.,/əˈdʒʌstmənt/,data/audio/oxford/adjustment__us_1.ogg,oxford,oxford
administer,c1,verb,oxford_3000_5000,"to manage and organize the affairs of a company, an organization, a country, etc.",to administer a charity/fund/school,/ədˈmɪnɪstə(r)/,data/audio/oxford/administer__us_1.ogg,oxford,oxford
administration,b2,noun,oxford_3000_5000,"the activities that are done in order to plan, organize and run a business, school or other institution",Administration costs are passed on to the customer.,/ədˌmɪnɪˈstreɪʃn/,data/audio/oxford/administration__us_1.ogg,oxford,oxford
administrative,c1,adjective,oxford_3000_5000,connected with organizing the work of a business or an institution,an administrative job/assistant/error,/ədˈmɪnɪstrətɪv/,data/audio/oxford/administrative__us_1_rr.ogg,oxford,oxford
administrator,c1,noun,oxford_3000_5000,"a person whose job is to manage and organize the public or business affairs of a company or an institution, or a person who works in an office dealing with records, accounts, etc.",Such organizational decisions are made by the hospital administrators.,/ədˈmɪnɪstreɪtə(r)/,data/audio/oxford/administrator__us_1.ogg,oxford,oxford
admire,b1,verb,oxford_3000_5000,to respect somebody for what they have done or to respect their qualities,"admire somebody/something, I really admire your enthusiasm.",/ədˈmaɪə(r)/,data/audio/oxford/admire__us_1.ogg,oxford,oxford
admission,c1,noun,oxford_3000_5000,"the act of accepting somebody into an institution, organization, etc.; the right to enter a place or to join an institution or organization",Hospital admission is not necessary in most cases.,/ədˈmɪʃn/,data/audio/oxford/admission__us_1.ogg,oxford,oxford
admit,b1,verb,oxford_3000_5000,"to agree, often unwillingly, that something is true","It was a stupid thing to do, I admit.",/ədˈmɪt/,data/audio/oxford/admit__us_2.ogg,oxford,oxford
adolescent,c1,noun,oxford_3000_5000,a young person who is developing from a child into an adult,adolescents between the ages of 13 and 18 and the problems they face,/ˌædəˈlesnt/,data/audio/oxford/adolescent__us_1.ogg,oxford,oxford
adopt,b2,verb,oxford_3000_5000,to take somebody else’s child into your family and become its legal parent(s),a campaign to encourage childless couples to adopt,/əˈdɒpt/,data/audio/oxford/adopt__us_1.ogg,oxford,oxford
adoption,c1,noun,oxford_3000_5000,the act of adopting a child; the fact of being adopted,She put the baby up for adoption.,/əˈdɒpʃn/,data/audio/oxford/adoption__us_1.ogg,oxford,oxford
adult,a2,adjective,oxford_3000_5000,fully grown or developed,preparing young people for adult life,/ˈædʌlt/,data/audio/oxford/adult__us_2_rr.ogg,oxford,oxford
adult,a1,noun,oxford_3000_5000,a fully grown person who is legally responsible for their actions,Children must be accompanied by an adult.,/ˈædʌlt/,data/audio/oxford/adult__us_2_rr.ogg,oxford,oxford
advance,b2,adjective,oxford_3000_5000,done or given before something is going to happen,Please give us advance warning of any changes.,/ədˈvɑːns/,data/audio/oxford/advance__us_1.ogg,oxford,oxford
advance,b2,noun,oxford_3000_5000,progress or a development in a particular activity or area of understanding,We live in an age of rapid technological advance.,/ədˈvɑːns/,data/audio/oxford/advance__us_1.ogg,oxford,oxford
advance,b2,verb,oxford_3000_5000,"if knowledge, technology, etc. advances, it develops and improves",Technology is advancing at an incredibly rapid pace.,/ədˈvɑːns/,data/audio/oxford/advance__us_1.ogg,oxford,oxford
advanced,b1,adjective,oxford_3000_5000,"having the most modern and recently developed ideas, methods, etc.",Scientists are working on highly advanced technology to replace fossil fuels.,/ədˈvɑːnst/,data/audio/oxford/advanced__us_1.ogg,oxford,oxford
advantage,a2,noun,oxford_3000_5000,a thing that helps you to be better or more successful than other people,a distinct/significant/huge advantage,/ədˈvɑːntɪdʒ/,data/audio/oxford/advantage__us_1.ogg,oxford,oxford
adventure,a2,noun,oxford_3000_5000,"an unusual, exciting or dangerous experience, journey or series of events",her adventures travelling in Africa,/ədˈventʃə(r)/,data/audio/oxford/adventure__us_3.ogg,oxford,oxford
adverse,c1,adjective,oxford_3000_5000,negative and unpleasant; not likely to produce a good result,adverse change/circumstances/weather conditions,/ˈædvɜːs/,data/audio/oxford/adverse__us_2_rr.ogg,oxford,oxford
advertise,a2,verb,oxford_3000_5000,to tell the public about a product or a service in order to encourage people to buy or to use it,If you want to attract customers you need to advertise.,/ˈædvətaɪz/,data/audio/oxford/advertise__us_1.ogg,oxford,oxford
advertisement,a2,noun,oxford_3000_5000,"a notice, picture or film telling people about a product, job or service",a newspaper/television advertisement,/ədˈvɜːtɪsmənt/,data/audio/oxford/advertisement__us_2_rr.ogg,oxford,oxford
advertising,a2,noun,oxford_3000_5000,"the activity and industry of advertising things to people on television, in newspapers, on the internet, etc.",Cigarette advertising has been banned.,/ˈædvətaɪzɪŋ/,data/audio/oxford/advertising__us_1.ogg,oxford,oxford
advice,a1,noun,oxford_3000_5000,an opinion or a suggestion about what somebody should do in a particular situation,expert/practical/professional/medical advice,/ədˈvaɪs/,data/audio/oxford/advice__us_1.ogg,oxford,oxford
advise,b1,verb,oxford_3000_5000,to tell somebody what you think they should do in a particular situation,"advise against doing something, I would strongly advise against going out on your own.",/ədˈvaɪz/,data/audio/oxford/advise__us_1.ogg,oxford,oxford
advocate,c1,noun,oxford_3000_5000,a person who supports or speaks in favour of somebody or of a public plan or action,"advocate for something/somebody, an advocate for hospital workers",/ˈædvəkət/,data/audio/oxford/advocate__us_2.ogg,oxford,oxford
advocate,c1,verb,oxford_3000_5000,to support something publicly,"advocate something, The group does not advocate the use of violence.",/ˈædvəkeɪt/,data/audio/oxford/advocate__us_1.ogg,oxford,oxford
aesthetic,c1,adjective,oxford_3000_5000,connected with beauty and art and the understanding of beautiful things,the aesthetic appeal of the songs,/iːsˈθetɪk/,data/audio/oxford/aesthetic__us_1_rr.ogg,oxford,oxford
affair,b2,noun,oxford_3000_5000,events that are of public interest or political importance,world/international affairs,/əˈfeə(r)/,data/audio/oxford/affair__us_2.ogg,oxford,oxford
affect,a2,verb,oxford_3000_5000,to produce a change in somebody/something,How will these changes affect us?,/əˈfekt/,data/audio/oxford/affect__us_1.ogg,oxford,oxford
affection,c1,noun,oxford_3000_5000,the feeling of liking or loving somebody/something very much and caring about them,Children need lots of love and affection.,/əˈfekʃn/,data/audio/oxford/affection__us_1.ogg,oxford,oxford
afford,b1,verb,oxford_3000_5000,to have enough money to be able to buy or do something,"afford something, Can we afford a new car?",/əˈfɔːd/,data/audio/oxford/afford__us_1.ogg,oxford,oxford
affordable,b2,adjective,oxford_3000_5000,cheap enough that people can afford to pay it or buy it,We offer quality products at affordable prices.,/əˈfɔːdəbl/,data/audio/oxford/affordable__us_1.ogg,oxford,oxford
afraid,a1,adjective,oxford_3000_5000,feeling fear; frightened because you think that you might be hurt or suffer,Don't be afraid.,/əˈfreɪd/,data/audio/oxford/afraid__us_2.ogg,oxford,oxford
after,a2,adverb,oxford_3000_5000,later in time; afterwards,"That was in 1996. Soon after, I heard that he'd died.",/ˈɑːftə(r)/,data/audio/oxford/after__us_2.ogg,oxford,oxford
after,a2,conjunction,oxford_3000_5000,at a time later than something; when something has finished,I'll call you after I've spoken to them.,/ˈɑːftə(r)/,data/audio/oxford/after__us_2.ogg,oxford,oxford
after,a1,preposition,oxford_3000_5000,later than something; following something in time,We'll leave after lunch.,/ˈɑːftə(r)/,data/audio/oxford/after__us_2.ogg,oxford,oxford
aftermath,c1,noun,oxford_3000_5000,"the situation that exists as a result of an important (and usually unpleasant) event, especially a war, an accident, etc.","in the aftermath of something, A lot of rebuilding took place in the aftermath of the war.",/ˈɑːftəmæθ/,data/audio/oxford/aftermath__us_1.ogg,oxford,oxford
afternoon,a1,noun,oxford_3000_5000,the period of time from 12 o'clock in the middle of the day until about 6 o’clock in the evening,this/yesterday/tomorrow afternoon,/ˌɑːftəˈnuːn/,data/audio/oxford/afternoon__us_2.ogg,oxford,oxford
afterwards,b2,adverb,oxford_3000_5000,at a later time; after an event that has already been mentioned,Afterwards she was sorry for what she'd said.,/ˈɑːftəwədz/,data/audio/oxford/afterwards__us_2.ogg,oxford,oxford
again,a1,adverb,oxford_3000_5000,one more time; on another occasion,This must never happen again.,/əˈɡen/,data/audio/oxford/again__us_1.ogg,oxford,oxford
against,a2,preposition,oxford_3000_5000,opposing or disagreeing with somebody/something,the fight against terrorism,/əˈɡenst/,data/audio/oxford/against__us_1.ogg,oxford,oxford
age,a1,noun,oxford_3000_5000,the number of years that a person has lived or a thing has existed,You're the same age as my brother.,/eɪdʒ/,data/audio/oxford/age__us_1.ogg,oxford,oxford
age,b1,verb,oxford_3000_5000,to become older,"As he aged, his memory got worse.",/eɪdʒ/,data/audio/oxford/age__us_1.ogg,oxford,oxford
aged,b1,adjective,oxford_3000_5000,of the age of,They have two children aged six and nine.,/eɪdʒd/,data/audio/oxford/aged__us_1.ogg,oxford,oxford
agency,b2,noun,oxford_3000_5000,a business or an organization that provides a particular service especially when representing other businesses or organizations,She works for an advertising agency.,/ˈeɪdʒənsi/,data/audio/oxford/agency__us_2.ogg,oxford,oxford
agenda,b2,noun,oxford_3000_5000,a list of items to be discussed at a meeting,We have a very full agenda of issues to discuss.,/əˈdʒendə/,data/audio/oxford/agenda__us_2.ogg,oxford,oxford
agent,b1,noun,oxford_3000_5000,"a person whose job is to act for, or manage the affairs of, other people in business, politics, etc.",Our agent in New York deals with all US sales.,/ˈeɪdʒənt/,data/audio/oxford/agent__us_2.ogg,oxford,oxford
aggression,c1,noun,oxford_3000_5000,feelings of anger and hate that may result in threatening or violent behaviour,The research shows that computer games may cause aggression.,/əˈɡreʃn/,data/audio/oxford/aggression__us_1.ogg,oxford,oxford
aggressive,b2,adjective,oxford_3000_5000,"angry, and behaving in a threatening way; ready to attack",Seals have been known to exhibit aggressive behaviour towards swimmers.,/əˈɡresɪv/,data/audio/oxford/aggressive__us_1.ogg,oxford,oxford
ago,a1,adverb,oxford_3000_5000,used in expressions of time with the simple past tense to show how far in the past something happened,two weeks/months/years ago,/əˈɡəʊ/,data/audio/oxford/ago__us_1.ogg,oxford,oxford
agree,a1,verb,oxford_3000_5000,to have the same opinion as somebody; to say that you have the same opinion,"When he said that, I had to agree.",/əˈɡriː/,data/audio/oxford/agree__us_1.ogg,oxford,oxford
agreement,b1,noun,oxford_3000_5000,"an arrangement, a promise or a contract made with somebody",an international peace agreement,/əˈɡriːmənt/,data/audio/oxford/agreement__us_1.ogg,oxford,oxford
agricultural,c1,adjective,oxford_3000_5000,connected with the science or practice of farming,agricultural policy/land/production/development,/ˌæɡrɪˈkʌltʃərəl/,data/audio/oxford/agricultural__us_1.ogg,oxford,oxford
agriculture,b2,noun,oxford_3000_5000,the science or practice of farming,The number of people employed in agriculture has fallen in the last decade.,/ˈæɡrɪkʌltʃə(r)/,data/audio/oxford/agriculture__us_1.ogg,oxford,oxford
ah,a2,exclamation,oxford_3000_5000,"used to express surprise, pleasure or sympathy, or when you disagree with somebody","Ah, there you are!",/ɑː/,data/audio/oxford/ah__us_2.ogg,oxford,oxford
ahead,b1,adverb,oxford_3000_5000,further forward in space or time; in front,I'll run ahead and warn them.,/əˈhed/,data/audio/oxford/ahead__us_1.ogg,oxford,oxford
aid,b2,noun,oxford_3000_5000,"money, food, etc. that is sent to help countries in difficult situations",humanitarian/food/medical aid,/eɪd/,data/audio/oxford/aid__us_1.ogg,oxford,oxford
aid,b2,verb,oxford_3000_5000,"to help somebody/something to do something, especially by making it easier","aid in something, The test is designed to aid in the diagnosis of various diseases.",/eɪd/,data/audio/oxford/aid__us_1.ogg,oxford,oxford
aide,c1,noun,oxford_3000_5000,"a person who helps another person, especially a politician, in their job",White House aides,/eɪd/,data/audio/oxford/aide__us_1.ogg,oxford,oxford
aids,b2,noun,oxford_3000_5000,a serious illness caused by a virus called HIV that attacks the body’s ability to resist infection (the abbreviation for ‘Acquired Immune Deficiency Syndrome’),the AIDS epidemic,/eɪdz/,data/audio/oxford/aids__us_1.ogg,oxford,oxford
aim,b1,noun,oxford_3000_5000,the purpose of doing something; what somebody is trying to achieve,the stated aims of the study,/eɪm/,data/audio/oxford/aim__us_1.ogg,oxford,oxford
aim,b1,verb,oxford_3000_5000,to try or plan to achieve something,He has always aimed high (= tried to achieve a lot).,/eɪm/,data/audio/oxford/aim__us_1.ogg,oxford,oxford
air,a1,noun,oxford_3000_5000,the mixture of gases that surrounds the earth and that we breathe,Let's go out for some fresh air.,/eə(r)/,data/audio/oxford/air__us_1.ogg,oxford,oxford
aircraft,b2,noun,oxford_3000_5000,any vehicle that can fly and carry goods or passengers,fighter/transport/military aircraft,/ˈeəkrɑːft/,data/audio/oxford/aircraft__us_1.ogg,oxford,oxford
airline,a2,noun,oxford_3000_5000,a company that provides regular flights to take passengers and goods to different places,an airline pilot/passenger,/ˈeəlaɪn/,data/audio/oxford/airline__us_1.ogg,oxford,oxford
airport,a1,noun,oxford_3000_5000,a place where planes land and take off and that has buildings for passengers to wait in,Gatwick Airport,/ˈeəpɔːt/,data/audio/oxford/airport__us_1.ogg,oxford,oxford
alarm,b1,noun,oxford_3000_5000,a loud noise or a signal that warns people of danger or of a problem,She decided to sound the alarm (= warn people that the situation was dangerous).,/əˈlɑːm/,data/audio/oxford/alarm__us_1.ogg,oxford,oxford
alarm,b2,verb,oxford_3000_5000,to make somebody anxious or afraid,I can only guess that they don't want to alarm the public yet.,/əˈlɑːm/,data/audio/oxford/alarm__us_1.ogg,oxford,oxford
albeit,c1,conjunction,oxford_3000_5000,although,"He finally agreed, albeit reluctantly, to help us.",/ˌɔːlˈbiːɪt/,data/audio/oxford/albeit__us_1_rr.ogg,oxford,oxford
album,b1,noun,oxford_3000_5000,"a book in which you keep photographs, stamps, etc.",a photo album,/ˈælbəm/,data/audio/oxford/album__us_2.ogg,oxford,oxford
alcohol,b1,noun,oxford_3000_5000,"drinks such as beer, wine, etc. that can make people drunk",He never drinks alcohol.,/ˈælkəhɒl/,data/audio/oxford/alcohol__us_1_rr.ogg,oxford,oxford
alcoholic,b1,adjective,oxford_3000_5000,connected with or containing alcohol,alcoholic drinks/beverages,/ˌælkəˈhɒlɪk/,data/audio/oxford/alcoholic__us_2_rr.ogg,oxford,oxford
alert,c1,adjective,oxford_3000_5000,able to think quickly; quick to notice things,Suddenly he found himself awake and fully alert.,/əˈlɜːt/,data/audio/oxford/alert__us_1.ogg,oxford,oxford
alert,c1,noun,oxford_3000_5000,a situation in which people are watching for danger and ready to deal with it,"on the alert (for something), Police are warning the public to be on the alert for suspicious packages.",/əˈlɜːt/,data/audio/oxford/alert__us_1.ogg,oxford,oxford
alert,c1,verb,oxford_3000_5000,to warn somebody about a dangerous situation or one that requires immediate action,"alert somebody, Neighbours quickly alerted the emergency services.",/əˈlɜːt/,data/audio/oxford/alert__us_1.ogg,oxford,oxford
alien,c1,adjective,oxford_3000_5000,strange and frightening; different from what you are used to,an alien environment,/ˈeɪliən/,data/audio/oxford/alien__us_1_rr.ogg,oxford,oxford
alien,b2,noun,oxford_3000_5000,a person who is not a citizen of the country in which they live or work,an illegal alien,/ˈeɪliən/,data/audio/oxford/alien__us_1_rr.ogg,oxford,oxford
align,c1,verb,oxford_3000_5000,"to arrange something in the correct position, or to be in the correct position, in relation to something else, especially in a straight line",Make sure the shelf is aligned with the top of the cupboard.,/əˈlaɪn/,data/audio/oxford/align__us_1.ogg,oxford,oxford
alignment,c1,noun,oxford_3000_5000,arrangement in a straight line,"the alignment of the sun, moon and earth at a particular time",/əˈlaɪnmənt/,data/audio/oxford/alignment__us_1.ogg,oxford,oxford
alike,c1,adjective,oxford_3000_5000,very similar,My sister and I do not look alike.,/əˈlaɪk/,data/audio/oxford/alike__us_1.ogg,oxford,oxford
alike,c1,adverb,oxford_3000_5000,in a very similar way,They tried to treat all their children alike.,/əˈlaɪk/,data/audio/oxford/alike__us_1.ogg,oxford,oxford
alive,a2,adjective,oxford_3000_5000,living; not dead,Is your mother still alive?,/əˈlaɪv/,data/audio/oxford/alive__us_2.ogg,oxford,oxford
all,a2,adverb,oxford_3000_5000,completely,She was dressed all in white.,/ɔːl/,data/audio/oxford/all__us_1.ogg,oxford,oxford
all,a1,determiner,oxford_3000_5000,the whole number of,"All horses are animals, but not all animals are horses.",/ɔːl/,data/audio/oxford/all__us_1.ogg,oxford,oxford
all,a1,pronoun,oxford_3000_5000,the whole number or amount,All of the food has gone.,/ɔːl/,data/audio/oxford/all__us_1.ogg,oxford,oxford
all right,a2,adjective,oxford_3000_5000,acceptable; in an acceptable manner,Is the coffee all right?,/ɔːl ˈraɪt/,data/audio/oxford/all_right_1_us_3.ogg,oxford,oxford
all right,a2,adverb,oxford_3000_5000,acceptable; in an acceptable manner,Is the coffee all right?,/ɔːl ˈraɪt/,data/audio/oxford/all_right_1_us_3.ogg,oxford,oxford
all right,a2,exclamation,oxford_3000_5000,used to check that somebody agrees or understands,"We've got to get up early, all right?",/ɔːl ˈraɪt/,data/audio/oxford/all_right_1_us_3.ogg,oxford,oxford
allegation,c1,noun,oxford_3000_5000,"a public statement that is made without giving proof, accusing somebody of doing something that is wrong or illegal",to investigate/deny/withdraw an allegation,/ˌæləˈɡeɪʃn/,data/audio/oxford/allegation__us_1.ogg,oxford,oxford
allege,c1,verb,oxford_3000_5000,to state something as a fact but without giving proof,"allege (that)…, The prosecution alleges (that) she was driving carelessly.",/əˈledʒ/,data/audio/oxford/allege__us_1.ogg,oxford,oxford
allegedly,c1,adverb,oxford_3000_5000,expressed as though something is a fact but without giving any proof,crimes allegedly committed during the war,/əˈledʒɪdli/,data/audio/oxford/allegedly__us_1.ogg,oxford,oxford
alliance,c1,noun,oxford_3000_5000,"an agreement between countries, political parties, etc. to work together in order to achieve something that they all want",to form/make an alliance,/əˈlaɪəns/,data/audio/oxford/alliance__us_1.ogg,oxford,oxford
allocate,c1,verb,oxford_3000_5000,to give something officially to somebody/something for a particular purpose,"allocate something (for something), A large sum has been allocated for buying new books for the library.",/ˈæləkeɪt/,data/audio/oxford/allocate__us_1.ogg,oxford,oxford
allocation,c1,noun,oxford_3000_5000,"an amount of money, space, etc. that is given to somebody for a particular purpose",We have spent our entire allocation for the year.,/ˌæləˈkeɪʃn/,data/audio/oxford/allocation__us_1.ogg,oxford,oxford
allow,a2,verb,oxford_3000_5000,to let somebody/something do something; to let something happen or be done,"allow somebody/something to do something, His parents won't allow him to stay out late.",/əˈlaʊ/,data/audio/oxford/allow__us_2.ogg,oxford,oxford
allowance,c1,noun,oxford_3000_5000,an amount of money that is given to somebody regularly or for a particular purpose,an allowance of $20 a day,/əˈlaʊəns/,data/audio/oxford/allowance__us_1.ogg,oxford,oxford
ally,c1,noun,oxford_3000_5000,"a country that has agreed to help and support another country, especially in case of a war",our European/NATO allies,/ˈælaɪ/,data/audio/oxford/ally__us_1.ogg,oxford,oxford
almost,a2,adverb,oxford_3000_5000,not quite,I like almost all of them.,/ˈɔːlməʊst/,data/audio/oxford/almost__us_1_rr.ogg,oxford,oxford
alone,a2,adjective,oxford_3000_5000,without any other people,"not alone in, Tom is not alone in finding Rick hard to work with.",/əˈləʊn/,data/audio/oxford/alone__us_1.ogg,oxford,oxford
alone,a2,adverb,oxford_3000_5000,without any other people,"not alone in, Tom is not alone in finding Rick hard to work with.",/əˈləʊn/,data/audio/oxford/alone__us_1.ogg,oxford,oxford
along,a2,adverb,oxford_3000_5000,forward,I was just walking along singing to myself.,/əˈlɒŋ/,data/audio/oxford/along__us_2.ogg,oxford,oxford
along,a2,preposition,oxford_3000_5000,from one end to or towards the other end of something,They walked slowly along the road.,/əˈlɒŋ/,data/audio/oxford/along__us_2.ogg,oxford,oxford
alongside,b2,preposition,oxford_3000_5000,next to or at the side of something,A police car pulled up alongside us.,/əˌlɒŋˈsaɪd/,data/audio/oxford/alongside__us_2.ogg,oxford,oxford
already,a2,adverb,oxford_3000_5000,before now or before a particular time in the past,"‘Lunch?’ ‘No thanks, I've already eaten.’",/ɔːlˈredi/,data/audio/oxford/already__us_3.ogg,oxford,oxford
also,a1,adverb,oxford_3000_5000,in addition; too,She's fluent in French and German. She also speaks a little Italian.,/ˈɔːlsəʊ/,data/audio/oxford/also__us_3.ogg,oxford,oxford
alter,b2,verb,oxford_3000_5000,to become different; to make somebody/something different,Prices did not alter significantly during 2019.,/ˈɔːltə(r)/,data/audio/oxford/alter__us_4.ogg,oxford,oxford
alternative,b1,adjective,oxford_3000_5000,that can be used instead of something else,The road was closed so we had to find an alternative route.,/ɔːlˈtɜːnətɪv/,data/audio/oxford/alternative__us_1.ogg,oxford,oxford
alternative,a2,noun,oxford_3000_5000,a thing that you can choose to do or have out of two or more possibilities,The car is too expensive so we're trying to find a cheaper alternative.,/ɔːlˈtɜːnətɪv/,data/audio/oxford/alternative__us_1.ogg,oxford,oxford
although,a2,conjunction,oxford_3000_5000,used for introducing a statement that makes the main statement in a sentence seem surprising,"Although the sun was shining, it wasn't very warm.",/ɔːlˈðəʊ/,data/audio/oxford/although__us_3.ogg,oxford,oxford
altogether,b2,adverb,oxford_3000_5000,(used to emphasize something) completely; in every way,The train went slower and slower until it stopped altogether.,/ˌɔːltəˈɡeðə(r)/,data/audio/oxford/altogether__us_1_rr.ogg,oxford,oxford
aluminium,c1,noun,oxford_3000_5000,"a chemical element. Aluminium is a light, silver-grey metal used for making pans, etc.",aluminium saucepans/window frames,/ˌæljəˈmɪniəm/,data/audio/oxford/aluminium__us_1.ogg,oxford,oxford
always,a1,adverb,oxford_3000_5000,at all times; on every occasion,There's almost always somebody at home in the evenings.,/ˈɔːlweɪz/,data/audio/oxford/always__us_1_rr.ogg,oxford,oxford
amateur,c1,adjective,oxford_3000_5000,"doing something for pleasure or interest, not as a job",an amateur photographer,/ˈæmətə(r)/,data/audio/oxford/amateur__us_1.ogg,oxford,oxford
amateur,c1,noun,oxford_3000_5000,"a person who takes part in a sport or other activity for pleasure, not as a job",The tournament is open to both amateurs and professionals.,/ˈæmətə(r)/,data/audio/oxford/amateur__us_1.ogg,oxford,oxford
amazed,b1,adjective,oxford_3000_5000,very surprised,an amazed look,/əˈmeɪzd/,data/audio/oxford/amazed__us_2.ogg,oxford,oxford
